"no","i","region_JP","region_EN","prec_no","block_no","latitude","longitude","altitude","data_type"
689,5,"銚子","choushi",45,"47648",35.7383333333333,140.856666666667,20.1,"s"
690,6,"千葉","chiba",45,"47682",35.6016666666667,140.103333333333,3.5,"s"
691,7,"茂原","mobara",45,"0381",35.4166666666667,140.31,9,"a"
692,8,"木更津","kisarazu",45,"0382",35.3616666666667,139.94,60,"a"
693,9,"鋸南","nokogiriminami",45,"0383",35.1216666666667,139.836666666667,10,"a"
694,10,"鴨川","kamogawa",45,"0384",35.1116666666667,140.1,5,"a"
695,11,"勝浦","katsuura",45,"47674",35.15,140.311666666667,11.9,"s"
696,12,"館山","tateyama",45,"47672",34.9866666666667,139.865,5.8,"s"
697,13,"佐倉","sakura",45,"0916",35.7283333333333,140.211666666667,5,"a"
698,14,"横芝光","yokoshibahikari",45,"1003",35.6566666666667,140.48,6,"a"
699,15,"大多喜","daitaki",45,"1004",35.2516666666667,140.215,70,"a"
700,16,"船橋","funabashi",45,"1236",35.7116666666667,140.043333333333,28,"a"
701,17,"牛久","ushiku",45,"1238",35.3966666666667,140.148333333333,30,"a"
702,18,"坂畑","sakahatake",45,"1241",35.235,140.098333333333,120,"a"
703,1,"相模湖","sagamiko",46,"0387",35.6133333333333,139.193333333333,188,"a"
704,2,"海老名","ebina",46,"0388",35.4333333333333,139.386666666667,18,"a"
705,3,"横浜","yokohama",46,"47670",35.4383333333333,139.651666666667,39.1,"s"
706,4,"箱根","hakone",46,"0390",35.2216666666667,139.041666666667,855,"a"
707,5,"江ノ島","kounoshima",46,"0391",35.2983333333333,139.48,60,"a"
708,6,"三浦","miura",46,"0392",35.1783333333333,139.63,42,"a"
709,7,"相模原中央","sagamiharachuuou",46,"1005",35.5716666666667,139.37,149,"a"
710,8,"日吉","hiyoshi",46,"1006",35.5516666666667,139.65,57,"a"
711,9,"平塚","hiratsuka",46,"1007",35.345,139.305,20,"a"
712,10,"小田原","odawara",46,"1008",35.2766666666667,139.155,14,"a"
713,11,"丹沢湖","tansawako",46,"1096",35.41,139.043333333333,330,"a"
714,12,"辻堂","tsujidou",46,"1443",35.32,139.45,5,"a"
715,1,"野沢温泉","nozawaonsen",48,"0393",36.9116666666667,138.441666666667,576,"a"
716,2,"信濃町","shinanochou",48,"0394",36.8083333333333,138.196666666667,685,"a"
717,3,"飯山","iiyama",48,"0395",36.875,138.375,313,"a"
718,4,"白馬","hakuba",48,"0396",36.6983333333333,137.861666666667,703,"a"
719,5,"長野","nagano",48,"47610",36.6616666666667,138.191666666667,418.2,"s"
720,6,"笠岳","kasagaku",48,"0398",36.6666666666667,138.456666666667,1490,"a"
721,7,"大町","oomachi",48,"0399",36.5233333333333,137.831666666667,784,"a"
722,8,"信州新町","shinshuushinmachi",48,"0400",36.5483333333333,137.996666666667,509,"a"
723,9,"四阿屋山","shiayayama",48,"0401",36.4183333333333,138.055,1387,"a"
724,10,"上田","ueda",48,"0402",36.4,138.265,502,"a"
725,11,"燕岳","tsubamegaku",48,"0403",36.3883333333333,137.738333333333,1840,"a"
726,12,"穂高","hodaka",48,"0404",36.3433333333333,137.881666666667,540,"a"
727,13,"軽井沢","karuizawa",48,"47622",36.3416666666667,138.546666666667,999.1,"s"
728,14,"松本","matsumoto",48,"47618",36.2466666666667,137.97,610,"s"
729,15,"鹿教湯","shikakyouyu",48,"0407",36.3016666666667,138.136666666667,721,"a"
730,16,"佐久","saku",48,"0408",36.2466666666667,138.476666666667,683,"a"
731,17,"高ボッチ","takabotchi",48,"0409",36.15,138.043333333333,1670,"a"
732,18,"茂来山","shigeruraiyama",48,"0410",36.1083333333333,138.533333333333,1450,"a"
733,19,"諏訪","suwa",48,"47620",36.045,138.108333333333,760.1,"s"
734,20,"八ケ岳","hachikegaku",48,"0412",36.0266666666667,138.311666666667,1830,"a"
735,21,"木曽平沢","kisohirasawa",48,"0413",35.9833333333333,137.835,900,"a"
736,22,"原村","haramura",48,"0414",35.97,138.22,1017,"a"
737,23,"野辺山","nobeyama",48,"0415",35.9483333333333,138.471666666667,1350,"a"
738,24,"御嶽山","ontakeyama",48,"0416",35.8716666666667,137.503333333333,2195,"a"
739,25,"木曽福島","kisofukushima",48,"0417",35.84,137.688333333333,750,"a"
740,26,"高遠","takaen",48,"0418",35.8383333333333,138.056666666667,780,"a"
741,27,"入笠山","irikasayama",48,"0419",35.89,138.155,1795,"a"
742,28,"宮田高原","miyatakougen",48,"0420",35.7733333333333,137.885,1660,"a"
743,29,"松峯","matsumine",48,"0421",35.74,138.118333333333,1920,"a"
744,30,"須原","suhara",48,"0422",35.6983333333333,137.691666666667,535,"a"
745,31,"摺古木山","surikokiyama",48,"0423",35.5933333333333,137.733333333333,1700,"a"
746,32,"飯島","iijima",48,"0424",35.6533333333333,137.898333333333,728,"a"
747,33,"笹山","sasayama",48,"0425",35.6083333333333,138.085,1732,"a"
748,34,"飯田","iida",48,"47637",35.5233333333333,137.821666666667,516.4,"s"
749,35,"恵那山","enayama",48,"0427",35.4283333333333,137.62,1602,"a"
750,36,"鶯巣","uguisusu",48,"0428",35.2633333333333,137.83,265,"a"
751,37,"菅平","sugadaira",48,"0992",36.5316666666667,138.325,1253,"a"
752,38,"東御","higashio",48,"0993",36.3833333333333,138.383333333333,958,"a"
753,39,"上高地","kamikouchi",48,"0994",36.2483333333333,137.633333333333,1510,"a"
754,40,"南木曽","minamikiso",48,"1022",35.61,137.62,560,"a"
755,41,"南小谷","minamiotari",48,"1090",36.8,137.905,467,"a"
756,42,"鬼無里","onimusato",48,"1162",36.6883333333333,137.965,778,"a"
757,43,"立科","ritsuka",48,"1300",36.2716666666667,138.313333333333,715,"a"
758,44,"奈川","nakawa",48,"1312",36.0883333333333,137.683333333333,1068,"a"
759,45,"開田高原","kaidakougen",48,"1314",35.9383333333333,137.601666666667,1130,"a"
760,46,"浪合","namigou",48,"1317",35.3733333333333,137.691666666667,940,"a"
761,47,"辰野","tatsuno",48,"1319",35.9816666666667,137.983333333333,729,"a"
762,48,"南信濃","minamishinano",48,"1323",35.3216666666667,137.931666666667,407,"a"
763,49,"阿南","anan",48,"1339",35.3133333333333,137.811666666667,610,"a"
764,50,"聖高原","hijirikougen",48,"1360",36.4866666666667,138.068333333333,985,"a"
765,51,"網掛山","amikakeyama",48,"1392",35.4483333333333,137.696666666667,1120,"a"
766,52,"大鹿","daishika",48,"1394",35.5566666666667,138.04,718,"a"
767,53,"杉島","sugishima",48,"1397",35.7266666666667,138.093333333333,905,"a"
768,54,"十石峠","juuishitouge",48,"1399",36.1083333333333,138.645,1370,"a"
769,55,"小谷","kotani",48,"1411",36.8216666666667,137.93,550,"a"
770,56,"伊那","ina",48,"1445",35.825,137.955,633,"a"
771,57,"松本今井","matsumotoimai",48,"1529",36.1666666666667,137.921666666667,658,"a"
772,58,"北相木","kitasouki",48,"1549",36.0716666666667,138.611666666667,1185,"a"
773,59,"白樺湖","shirakabako",48,"1550",36.105,138.228333333333,1440,"a"
774,60,"高遠","takaen",48,"1551",35.9533333333333,138.108333333333,1075,"a"
775,61,"宮田","miyata",48,"1591",35.7516666666667,137.911666666667,717,"a"
776,62,"王滝大又","outakidaimata",48,"1659",35.8266666666667,137.551666666667,1035,"a"
777,1,"剣ノ峰","tsuruginomine",49,"0429",35.8283333333333,138.64,1735,"a"
778,2,"日向山","hyuugayama",49,"0430",35.7983333333333,138.286666666667,1180,"a"
779,3,"大菩薩","daibosatsu",49,"0431",35.735,138.836666666667,1684,"a"
780,4,"甲府","koufu",49,"47638",35.6666666666667,138.553333333333,272.8,"s"
781,5,"勝沼","katsunuma",49,"0433",35.6633333333333,138.725,394,"a"
782,6,"大月","ootsuki",49,"0434",35.6083333333333,138.938333333333,364,"a"
783,7,"八町山","hachimachiyama",49,"0435",35.5433333333333,138.411666666667,930,"a"
784,8,"古関","kokan",49,"0436",35.5283333333333,138.615,552,"a"
785,9,"河口湖","kawaguchiko",49,"47640",35.5,138.76,859.6,"s"
786,10,"山中","sanchuu",49,"0438",35.4366666666667,138.836666666667,992,"a"
787,11,"南部","nanbu",49,"0439",35.2883333333333,138.445,141,"a"
788,12,"大泉","ooizumi",49,"1023",35.8616666666667,138.386666666667,867,"a"
789,13,"韮崎","nirasaki",49,"1024",35.6933333333333,138.448333333333,341,"a"
790,14,"上野原","uenohara",49,"1165",35.62,139.105,187,"a"
791,15,"切石","setsuishi",49,"1234",35.4666666666667,138.441666666667,226,"a"
792,16,"富士山","fujisan",49,"47639",35.36,138.726666666667,3775.1,"s"
793,17,"乙女湖","otomemizuumi",49,"1599",35.8066666666667,138.655,1465,"a"
794,18,"富士川","fujigawa",49,"1640",35.5616666666667,138.448333333333,295,"a"
795,1,"白糸","shiroito",50,"0440",35.3116666666667,138.578333333333,530,"a"
796,2,"御殿場","gotenba",50,"0441",35.305,138.926666666667,472,"a"
797,3,"富士","fuji",50,"0442",35.185,138.663333333333,66,"a"
798,4,"三島","mishima",50,"47657",35.1133333333333,138.925,20.5,"s"
799,5,"越木平","etsukitaira",50,"0444",35.01,137.98,552,"a"
800,6,"川根本町","kawanehonchou",50,"0445",35.1016666666667,138.128333333333,290,"a"
801,7,"大山","ooyama",50,"0446",35.0516666666667,138.281666666667,880,"a"
802,8,"網代","ajiro",50,"47668",35.045,139.091666666667,66.9,"s"
803,9,"高根山","takaneyama",50,"0448",34.975,138.196666666667,415,"a"
804,10,"静岡","shizuoka",50,"47656",34.975,138.403333333333,14.1,"s"
805,11,"霧山","kiriyama",50,"0450",34.875,137.691666666667,405,"a"
806,12,"天竜","tenryuu",50,"0451",34.89,137.813333333333,61,"a"
807,13,"島田","shimada",50,"0452",34.84,138.143333333333,80,"a"
808,14,"湯ケ島","yukeshima",50,"0453",34.9,138.925,165,"a"
809,15,"天城山","amagiyama",50,"0454",34.8716666666667,139.023333333333,1066,"a"
810,16,"浜松","hamamatsu",50,"47654",34.7533333333333,137.711666666667,45.9,"s"
811,17,"松崎","matsuzaki",50,"0456",34.755,138.783333333333,4,"a"
812,18,"稲取","ineshu",50,"0457",34.7816666666667,139.048333333333,130,"a"
813,19,"御前崎","omaezaki",50,"47655",34.6033333333333,138.211666666667,44.7,"s"
814,20,"石廊崎","ishirousaki",50,"47666",34.6033333333333,138.841666666667,54.7,"s"
815,21,"佐久間","sakuma",50,"0986",35.0566666666667,137.761666666667,150,"a"
816,22,"土肥","toi",50,"0987",34.8766666666667,138.761666666667,92,"a"
817,23,"三ヶ日","sannichi",50,"0988",34.8016666666667,137.556666666667,2,"a"
818,24,"掛川","kakegawa",50,"0989",34.7683333333333,137.995,32,"a"
819,25,"熊","kuma",50,"1105",34.9583333333333,137.733333333333,375,"a"
820,26,"三倉","sankura",50,"1106",34.96,137.943333333333,121,"a"
821,27,"梅ケ島","umekeshima",50,"1114",35.2366666666667,138.341666666667,430,"a"
822,28,"清水","shimizu",50,"1243",35.0533333333333,138.521666666667,3,"a"
823,29,"磐田","iwata",50,"1244",34.6916666666667,137.88,3,"a"
824,30,"菊川牧之原","kikugawamakiyukihara",50,"1335",34.785,138.138333333333,191,"a"
825,31,"井川","ikawa",50,"1338",35.2166666666667,138.221666666667,755,"a"
826,32,"三倉","sankura",50,"1393",34.895,137.94,114,"a"
827,33,"鍵穴","kagiana",50,"1440",35.0483333333333,138.246666666667,160,"a"
828,34,"富士山","fujisan",50,"47639",35.36,138.726666666667,3775.1,"s"
829,35,"静岡空港","shizuokakuukou",50,"1601",34.795,138.188333333333,132,"a"
830,36,"春野","haruno",50,"1662",35.0116666666667,137.945,486,"a"
831,1,"一宮","ichinomiya",51,"0460",35.2983333333333,136.853333333333,11,"a"
832,2,"豊山","yutakayama",51,"0461",35.255,136.923333333333,14,"a"
833,3,"茶臼山","chausuyama",51,"0462",35.22,137.66,1216,"a"
834,4,"名古屋","nagoya",51,"47636",35.1666666666667,136.965,51.1,"s"
835,5,"豊田","toyoda",51,"0464",35.1316666666667,137.176666666667,75,"a"
836,6,"東海","toukai",51,"0465",35.0233333333333,136.901666666667,10,"a"
837,7,"出来山","dekiyama",51,"0466",35.095,137.416666666667,946,"a"
838,8,"岡崎","okazaki",51,"0467",34.9183333333333,137.193333333333,47,"a"
839,9,"作手","sakute",51,"0468",34.9766666666667,137.425,532,"a"
840,10,"一色","isshoku",51,"0469",34.8116666666667,137.028333333333,12,"a"
841,11,"豊橋","toyohashi",51,"0470",34.75,137.341666666667,3,"a"
842,12,"伊良湖","irako",51,"47653",34.6283333333333,137.093333333333,6.2,"s"
843,13,"田原","tahara",51,"0472",34.6266666666667,137.221666666667,45,"a"
844,14,"稲武","inetakeshi",51,"0982",35.2116666666667,137.506666666667,505,"a"
845,15,"蟹江","kanikou",51,"0983",35.1366666666667,136.791666666667,2,"a"
846,16,"南知多","minamichita",51,"0984",34.74,136.938333333333,16,"a"
847,17,"小原","kohara",51,"1166",35.2283333333333,137.285,290,"a"
848,18,"鳳来","ootorirai",51,"1341",34.9316666666667,137.575,81,"a"
849,19,"蒲郡","gamagoori",51,"1344",34.845,137.216666666667,55,"a"
850,20,"愛西","ainishi",51,"1346",35.2166666666667,136.698333333333,5,"a"
851,21,"新城","shinjou",51,"1541",34.9066666666667,137.518333333333,53,"a"
852,22,"セントレア","sentorea",51,"1555",34.8583333333333,136.805,4,"a"
853,23,"阿蔵","akura",51,"1576",35.0783333333333,137.413333333333,613,"a"
854,24,"大府","oobu",51,"1638",34.995,136.943333333333,32,"a"
855,1,"神岡","kamioka",52,"0473",36.3216666666667,137.308333333333,455,"a"
856,2,"流葉山","ryuuhayama",52,"0474",36.3266666666667,137.248333333333,1280,"a"
857,3,"森茂","morishigeru",52,"0475",36.175,137.025,1262,"a"
858,4,"高山","kouzan",52,"47617",36.155,137.253333333333,560,"s"
859,5,"乗鞍岳","norikuragaku",52,"0477",36.1216666666667,137.556666666667,2730,"a"
860,6,"大日岳","dainichidake",52,"0478",36.0216666666667,136.853333333333,1280,"a"
861,7,"新渕山","shinfuchiyama",52,"0479",36.0316666666667,136.975,1145,"a"
862,8,"船山","funayama",52,"0480",36.035,137.26,880,"a"
863,9,"白尾山","shirooyama",52,"0481",35.9033333333333,136.948333333333,1272,"a"
864,10,"白鳥","hakuchou",52,"0482",35.8683333333333,136.863333333333,372,"a"
865,11,"萩原","hagiwara",52,"0483",35.8883333333333,137.206666666667,425,"a"
866,12,"蕪山","kaburayama",52,"0484",35.735,136.798333333333,1069,"a"
867,13,"八幡","hachiman",52,"0485",35.7566666666667,136.978333333333,250,"a"
868,14,"樽見","taruken",52,"0486",35.6383333333333,136.601666666667,190,"a"
869,15,"金山","kanayama",52,"0487",35.6616666666667,137.16,233,"a"
870,16,"三界山","sangaiyama",52,"0488",35.65,137.516666666667,1117,"a"
871,17,"権現山","gongenyama",52,"0489",35.5816666666667,136.501666666667,750,"a"
872,18,"伽藍","garan",52,"0490",35.515,137.23,650,"a"
873,19,"美濃加茂","minokamo",52,"0491",35.445,137.005,74,"a"
874,20,"柄石峠","garaishitouge",52,"0492",35.4033333333333,137.206666666667,365,"a"
875,21,"恵那","ena",52,"0493",35.4466666666667,137.403333333333,315,"a"
876,22,"中津川","nakatsugawa",52,"0494",35.4766666666667,137.486666666667,378,"a"
877,23,"関ケ原","sekigahara",52,"0495",35.3633333333333,136.466666666667,130,"a"
878,24,"大垣","oogaki",52,"0496",35.3466666666667,136.62,6,"a"
879,25,"岐阜","gifu",52,"47632",35.4,136.761666666667,12.7,"s"
880,26,"三森山","sanmoriyama",52,"0498",35.3766666666667,137.526666666667,1130,"a"
881,27,"美濃","mino",52,"1057",35.555,136.91,68,"a"
882,28,"多治見","tajimi",52,"1058",35.3466666666667,137.108333333333,120,"a"
883,29,"上石津","ueishitsu",52,"1059",35.2466666666667,136.458333333333,193,"a"
884,30,"栃尾","tochio",52,"1061",36.2483333333333,137.503333333333,765,"a"
885,31,"宮地","miyaji",52,"1066",35.7633333333333,137.288333333333,450,"a"
886,32,"平井","hirai",52,"1153",35.5666666666667,136.728333333333,325,"a"
887,33,"長滝","choutaki",52,"1299",35.9233333333333,136.831666666667,430,"a"
888,34,"揖斐川","ibikawa",52,"1301",35.485,136.566666666667,45,"a"
889,35,"六厩","rokuumaya",52,"1305",36.06,137.035,1015,"a"
890,36,"白川","shirakawa",52,"1306",36.2733333333333,136.896666666667,478,"a"
891,37,"河合","kawai",52,"1308",36.305,137.1,471,"a"
892,38,"宮之前","miyayukimae",52,"1311",36.015,137.388333333333,930,"a"
893,39,"黒川","kurokawa",52,"1313",35.5983333333333,137.318333333333,517,"a"
894,40,"大日","dainichi",52,"1363",36.0183333333333,136.881666666667,1178,"a"
895,41,"付知","tsukichi",52,"1384",35.6616666666667,137.426666666667,461,"a"
896,42,"御母衣","ohahakoromo",52,"1387",36.1466666666667,136.908333333333,640,"a"
897,43,"小津","ozu",52,"1390",35.5616666666667,136.54,573,"a"
898,44,"十二岳","juunigaku",52,"1396",36.1883333333333,137.368333333333,1010,"a"
899,45,"ひるがの","hirugano",52,"1436",36.01,136.893333333333,885,"a"
900,46,"清見","kiyoshiken",52,"1437",36.18,137.045,740,"a"
901,47,"丹生川","tannamakawa",52,"1438",36.1866666666667,137.371666666667,910,"a"
902,48,"関市板取","kanshiitashu",52,"1577",35.7233333333333,136.783333333333,351,"a"
903,1,"北勢","kitasei",53,"0499",35.1433333333333,136.538333333333,125,"a"
904,2,"桑名","kuwana",53,"0500",35.05,136.693333333333,3,"a"
905,3,"雲母峰","unmomine",53,"0501",34.9983333333333,136.458333333333,590,"a"
906,4,"四日市","yokkaichi",53,"47684",34.94,136.58,55.1,"s"
907,5,"亀山","kameyama",53,"0503",34.87,136.453333333333,70,"a"
908,6,"上野","ueno",53,"47649",34.7616666666667,136.141666666667,159.2,"s"
909,7,"笠取山","kasashuyama",53,"0505",34.725,136.308333333333,810,"a"
910,8,"津","tsu",53,"47651",34.7333333333333,136.518333333333,2.7,"s"
911,9,"名張","nabari",53,"0507",34.6266666666667,136.108333333333,226,"a"
912,10,"国見山","kunimiyama",53,"0508",34.565,136.156666666667,680,"a"
913,11,"小俣","omata",53,"0509",34.5283333333333,136.665,10,"a"
914,12,"粥見","kayuken",53,"0510",34.4483333333333,136.39,120,"a"
915,13,"藤坂峠","fujisakatouge",53,"0511",34.3233333333333,136.488333333333,560,"a"
916,14,"尾鷲","owase",53,"47663",34.0683333333333,136.193333333333,15.3,"s"
917,15,"八幡峠","hachimantouge",53,"0513",34.06,136.11,800,"a"
918,16,"熊野","kumano",53,"0514",33.8916666666667,136.093333333333,40,"a"
919,17,"大台","oodai",53,"0918",34.3916666666667,136.408333333333,80,"a"
920,18,"松阪","matsusaka",53,"0990",34.56,136.536666666667,6,"a"
921,19,"磯部","isobe",53,"0991",34.3733333333333,136.805,3,"a"
922,20,"鳥羽","toba",53,"1230",34.4816666666667,136.825,2,"a"
923,21,"宮川","miyagawa",53,"1255",34.2783333333333,136.208333333333,205,"a"
924,22,"南伊勢","minamiise",53,"1258",34.345,136.681666666667,6,"a"
925,23,"紀伊長島","kiinagashima",53,"1349",34.2083333333333,136.326666666667,3,"a"
926,24,"白山","hakusan",53,"1356",34.625,136.321666666667,60,"a"
927,25,"阿児","aji",53,"1381",34.3083333333333,136.873333333333,31,"a"
928,26,"御浜","ohama",53,"1423",33.8516666666667,135.98,130,"a"
929,27,"熊野新鹿","kumanoshinshika",53,"1532",33.9316666666667,136.138333333333,23,"a"
930,1,"村上","murakami",54,"0515",38.2266666666667,139.478333333333,10,"a"
931,2,"鷲ケ巣山","washikesuyama",54,"0516",38.2283333333333,139.638333333333,695,"a"
932,3,"相川","aikawa",54,"47602",38.0283333333333,138.24,5.5,"s"
933,4,"両津","ryoutsu",54,"0518",38.0733333333333,138.44,2,"a"
934,5,"新潟","niigata",54,"47604",37.8933333333333,139.018333333333,4.1,"s"
935,6,"二王子岳","nioujigaku",54,"0520",37.9066666666667,139.451666666667,382,"a"
936,7,"新津","niitsu",54,"0521",37.7916666666667,139.086666666667,3,"a"
937,8,"巻","kan",54,"0522",37.7683333333333,138.913333333333,2,"a"
938,9,"宝珠山","takarashuyama",54,"0523",37.7783333333333,139.288333333333,200,"a"
939,10,"寺泊","terahaku",54,"0524",37.64,138.766666666667,44,"a"
940,11,"三条","sanjou",54,"0525",37.64,138.955,9,"a"
941,12,"村松","muramatsu",54,"0526",37.6966666666667,139.188333333333,25,"a"
942,13,"津川","tsugawa",54,"0527",37.6716666666667,139.446666666667,100,"a"
943,14,"粟ヶ岳","awagaku",54,"0528",37.58,139.135,242,"a"
944,15,"長岡","nagaoka",54,"0529",37.45,138.823333333333,23,"a"
945,16,"栃尾","tochio",54,"0530",37.475,138.991666666667,83,"a"
946,17,"守門岳","shumongaku",54,"0531",37.405,139.09,737,"a"
947,18,"柏崎","kashiwazaki",54,"0532",37.3516666666667,138.553333333333,7,"a"
948,19,"桜坂峠","sakurasakatouge",54,"0533",37.2116666666667,138.526666666667,470,"a"
949,20,"小出","koide",54,"0534",37.2266666666667,138.963333333333,98,"a"
950,21,"高田","takada",54,"47612",37.1066666666667,138.246666666667,12.9,"s"
951,22,"安塚","antsuka",54,"0536",37.1066666666667,138.456666666667,126,"a"
952,23,"十日町","tookamachi",54,"0537",37.1433333333333,138.726666666667,170,"a"
953,24,"枝折峠","edaoritouge",54,"0538",37.155,139.13,1060,"a"
954,25,"糸魚川","itoigawa",54,"0539",37.0433333333333,137.875,8,"a"
955,26,"能生","nou",54,"0540",37.0833333333333,138.023333333333,55,"a"
956,27,"光ケ原","hikarikehara",54,"0541",37.005,138.371666666667,805,"a"
957,28,"大沢峠","oosawatouge",54,"0542",37.0383333333333,138.786666666667,673,"a"
958,29,"津南","tsunan",54,"0543",36.9966666666667,138.683333333333,452,"a"
959,30,"湯沢","yuzawa",54,"0544",36.9416666666667,138.81,340,"a"
960,31,"袴岳","hakamagaku",54,"0545",36.87,138.276666666667,850,"a"
961,32,"粟島","awashima",54,"0995",38.465,139.253333333333,4,"a"
962,33,"羽茂","haneshigeru",54,"0996",37.8416666666667,138.313333333333,11,"a"
963,34,"守門","shumon",54,"0997",37.3466666666667,139.043333333333,222,"a"
964,35,"関山","kanyama",54,"0998",36.9333333333333,138.221666666667,350,"a"
965,36,"下関","shimonoseki",54,"1060",38.0916666666667,139.563333333333,33,"a"
966,37,"鍵取","kagishu",54,"1102",37.57,139.383333333333,150,"a"
967,38,"赤谷","akatani",54,"1111",37.835,139.415,135,"a"
968,39,"小国","shoukoku",54,"1154",37.2916666666667,138.701666666667,83,"a"
969,40,"松代","matsushiro",54,"1155",37.1316666666667,138.606666666667,210,"a"
970,41,"高根","takane",54,"1256",38.33,139.603333333333,85,"a"
971,42,"平岩","tairaiwa",54,"1297",36.8866666666667,137.863333333333,260,"a"
972,43,"大潟","daikata",54,"1302",37.225,138.325,13,"a"
973,44,"弾崎","dansaki",54,"1315",38.33,138.511666666667,58,"a"
974,45,"中条","nakajou",54,"1318",38.06,139.408333333333,27,"a"
975,46,"三面","sanmen",54,"1369",38.2466666666667,139.605,45,"a"
976,47,"大湯","ooyu",54,"1370",37.205,139.061666666667,240,"a"
977,48,"塩沢","shiozawa",54,"1395",37.0383333333333,138.846666666667,195,"a"
978,49,"宮寄上","miyayoriue",54,"1398",37.58,139.14,125,"a"
979,50,"樽本","taruhon",54,"1424",36.89,138.275,625,"a"
980,51,"川谷","kawatani",54,"1426",37.2,138.516666666667,206,"a"
981,52,"筒方","tsutsuhou",54,"1427",37.03,138.343333333333,255,"a"
982,53,"室谷","muroya",54,"1444",37.55,139.37,200,"a"
983,54,"松浜","matsuhama",54,"1469",37.955,139.111666666667,1,"a"
984,55,"秋津","akitsu",54,"1514",38.06,138.413333333333,30,"a"
985,56,"瓢湖","hyoumizuumi",54,"1645",37.8333333333333,139.236666666667,9,"a"
986,1,"泊","haku",55,"0546",36.9516666666667,137.551666666667,13,"a"
987,2,"魚津","uozu",55,"0547",36.8216666666667,137.428333333333,48,"a"
988,3,"宇奈月","unazuki",55,"0548",36.8466666666667,137.558333333333,160,"a"
989,4,"嘉例沢","kareisawa",55,"0549",36.825,137.536666666667,420,"a"
990,5,"伏木","fukuki",55,"47606",36.7916666666667,137.055,11.6,"s"
991,6,"富山","toyama",55,"47607",36.7083333333333,137.201666666667,8.6,"s"
992,7,"砺波","tonami",55,"0552",36.61,136.955,69,"a"
993,8,"上市","ueshi",55,"0553",36.67,137.423333333333,296,"a"
994,9,"南砺高宮","minamitotakamiya",55,"0554",36.545,136.871666666667,91,"a"
995,10,"八尾","yao",55,"0555",36.5783333333333,137.131666666667,78,"a"
996,11,"小谷","kotani",55,"0556",36.57,137.3,340,"a"
997,12,"立山","tateyama",55,"0557",36.5816666666667,137.578333333333,2291,"a"
998,13,"細尾峠","saiotouge",55,"0558",36.445,136.896666666667,740,"a"
999,14,"谷折","taniori",55,"0559",36.4883333333333,137.1,700,"a"
1000,15,"氷見","himi",55,"1309",36.8633333333333,136.96,7,"a"
1001,16,"宇奈月","unazuki",55,"1412",36.8466666666667,137.556666666667,160,"a"
1002,17,"平","taira",55,"1413",36.4333333333333,136.95,282,"a"
1003,18,"大山","ooyama",55,"1414",36.6083333333333,137.283333333333,128,"a"
1004,19,"細入","sainyuu",55,"1415",36.495,137.24,185,"a"
1005,20,"猪谷","inoshishitani",55,"1455",36.4733333333333,137.236666666667,215,"a"
1006,21,"秋ヶ島","akishima",55,"1533",36.6483333333333,137.186666666667,24,"a"
1007,22,"五箇山","gokayama",55,"1553",36.43,136.941666666667,357,"a"
1008,23,"立山芦峅","tateyamaashikura",55,"1621",36.5766666666667,137.385,379,"a"
1009,1,"珠洲","suzu",56,"0560",37.4466666666667,137.286666666667,4,"a"
1010,2,"輪島","wajima",56,"47600",37.39,136.895,5.2,"s"
1011,3,"門前","monzen",56,"0562",37.2616666666667,136.728333333333,11,"a"
1012,4,"木原岳","kiharagaku",56,"0563",37.2883333333333,136.95,270,"a"
1013,5,"志賀","shiga",56,"0564",37.1433333333333,136.725,6,"a"
1014,6,"七尾","nanao",56,"0565",37.03,136.991666666667,58,"a"
1015,7,"羽咋","hakui",56,"0566",36.8933333333333,136.776666666667,15,"a"
1016,8,"かほく","kahoku",56,"0567",36.7116666666667,136.691666666667,42,"a"
1017,9,"宝達山","takaratachiyama",56,"0568",36.78,136.806666666667,626,"a"
1018,10,"金沢","kanazawa",56,"47605",36.5883333333333,136.633333333333,5.7,"s"
1019,11,"医王山","iouyama",56,"0570",36.52,136.745,420,"a"
1020,12,"加賀菅谷","kagasugaya",56,"0571",36.23,136.361666666667,83,"a"
1021,13,"白山河内","hakusankawauchi",56,"0973",36.3966666666667,136.62,136,"a"
1022,14,"白山白峰","hakusanshiramine",56,"1171",36.18,136.625,470,"a"
1023,15,"小松","komatsu",56,"1324",36.3816666666667,136.435,3,"a"
1024,16,"穴水","anamizu",56,"1486",37.2716666666667,136.916666666667,170,"a"
1025,17,"三井","mitsui",56,"1544",37.2933333333333,136.961666666667,219,"a"
1026,18,"宝達志水","takaratatsushimizu",56,"1545",36.7883333333333,136.768333333333,90,"a"
1027,19,"舳倉島","richimenareki",56,"1650",37.85,136.918333333333,8,"a"
1028,1,"福井","fukui",57,"47616",36.055,136.221666666667,8.8,"s"
1029,2,"大野","oono",57,"0573",35.9716666666667,136.496666666667,182,"a"
1030,3,"タイラ山","tairayama",57,"0574",35.9866666666667,136.606666666667,510,"a"
1031,4,"春日野","kasugano",57,"0575",35.8583333333333,136.133333333333,270,"a"
1032,5,"板垣","itagaki",57,"0576",35.8733333333333,136.308333333333,620,"a"
1033,6,"今庄","imajou",57,"0577",35.7666666666667,136.2,128,"a"
1034,7,"敦賀","tsuruga",57,"47631",35.6533333333333,136.061666666667,1.6,"s"
